误杀	[' 剧情 ', ' 犯罪 ']	2019-12-13中国大陆上映

天气之子	[' 爱情 ', ' 动画 ', ' 奇幻 ']	2019-11-01中国大陆上映

天气之子	[' 爱情 ', ' 动画 ', ' 奇幻 ']	2019-11-01中国大陆上映

误杀	[' 剧情 ', ' 犯罪 ']	2019-12-13中国大陆上映

